,Variable,Year,Province,Value,Admin_Lvl,Region,Unit
353,Annual Per Capita Poverty Threshold (in Pesos),2012,Antique,17160.0,Province,Region VI,in Pesos
354,Annual Per Capita Poverty Threshold (in Pesos),2015,Antique,20382.0,Province,Region VI,in Pesos
355,Poverty Incidence among Families (%),1991,Antique,,Province,Region VI,%
356,Poverty Incidence among Families (%),2006,Antique,42.5,Province,Region VI,%
357,Poverty Incidence among Families (%),2009,Antique,34.5,Province,Region VI,%
358,Poverty Incidence among Families (%),2012,Antique,23.6,Province,Region VI,%
359,Poverty Incidence among Families (%),2015,Antique,18.4,Province,Region VI,%
360,Magnitude of Poor Families,1991,Antique,,Province,Region VI,families
361,Magnitude of Poor Families,2006,Antique,45308.0,Province,Region VI,families
362,Magnitude of Poor Families,2009,Antique,39314.0,Province,Region VI,families
363,Magnitude of Poor Families,2012,Antique,28598.0,Province,Region VI,families
364,Magnitude of Poor Families,2015,Antique,20532.0,Province,Region VI,families
365,Poverty Incidence among Population (%),1991,Antique,,Province,Region VI,%
366,Poverty Incidence among Population (%),2006,Antique,51.6,Province,Region VI,%
367,Poverty Incidence among Population (%),2009,Antique,44.3,Province,Region VI,%
368,Poverty Incidence among Population (%),2012,Antique,30.9,Province,Region VI,%
369,Poverty Incidence among Population (%),2015,Antique,26.0,Province,Region VI,%
370,Magnitude of Poor Population,1991,Antique,,Province,Region VI,population
371,Magnitude of Poor Population,2006,Antique,258539.0,Province,Region VI,population
372,Magnitude of Poor Population,2009,Antique,205288.0,Province,Region VI,population
373,Magnitude of Poor Population,2012,Antique,160625.0,Province,Region VI,population
374,Magnitude of Poor Population,2015,Antique,126943.0,Province,Region VI,population
375,Subsistence Incidence among Population (%),1991,Antique,,Province,Region VI,%
376,Subsistence Incidence among Population (%),2006,Antique,24.2,Province,Region VI,%
377,Subsistence Incidence among Population (%),2009,Antique,20.0,Province,Region VI,%
378,Subsistence Incidence among Population (%),2012,Antique,13.0,Province,Region VI,%
379,Subsistence Incidence among Population (%),2015,Antique,7.3,Province,Region VI,%
380,Magnitude of Subsistence Poor Population,1991,Antique,,Province,Region VI,population
381,Magnitude of Subsistence Poor Population,2006,Antique,121019.0,Province,Region VI,population
382,Magnitude of Subsistence Poor Population,2009,Antique,92799.0,Province,Region VI,population
383,Magnitude of Subsistence Poor Population,2012,Antique,67455.0,Province,Region VI,population
384,Magnitude of Subsistence Poor Population,2015,Antique,35678.0,Province,Region VI,population
385,Annual Per Capita Poverty Threshold (in Pesos),1991,Apayao,,Province,CAR,in Pesos
386,Annual Per Capita Poverty Threshold (in Pesos),2006,Apayao,13915.0,Province,CAR,in Pesos
387,Annual Per Capita Poverty Threshold (in Pesos),2009,Apayao,16923.0,Province,CAR,in Pesos
388,Annual Per Capita Poverty Threshold (in Pesos),2012,Apayao,18623.0,Province,CAR,in Pesos
389,Annual Per Capita Poverty Threshold (in Pesos),2015,Apayao,20947.0,Province,CAR,in Pesos
390,Poverty Incidence among Families (%),1991,Apayao,,Province,CAR,%
391,Poverty Incidence among Families (%),2006,Apayao,42.1,Province,CAR,%
392,Poverty Incidence among Families (%),2009,Apayao,39.9,Province,CAR,%
393,Poverty Incidence among Families (%),2012,Apayao,54.7,Province,CAR,%
394,Poverty Incidence among Families (%),2015,Apayao,30.9,Province,CAR,%
395,Magnitude of Poor Families,1991,Apayao,,Province,CAR,families
396,Magnitude of Poor Families,2006,Apayao,8944.0,Province,CAR,families
397,Magnitude of Poor Families,2009,Apayao,9132.0,Province,CAR,families
398,Magnitude of Poor Families,2012,Apayao,13462.0,Province,CAR,families
399,Magnitude of Poor Families,2015,Apayao,6945.0,Province,CAR,families
400,Poverty Incidence among Population (%),1991,Apayao,,Province,CAR,%
401,Poverty Incidence among Population (%),2006,Apayao,46.8,Province,CAR,%
402,Poverty Incidence among Population (%),2009,Apayao,45.7,Province,CAR,%
403,Poverty Incidence among Population (%),2012,Apayao,61.4,Province,CAR,%
404,Poverty Incidence among Population (%),2015,Apayao,34.9,Province,CAR,%
405,Magnitude of Poor Population,1991,Apayao,,Province,CAR,population
406,Magnitude of Poor Population,2006,Apayao,50259.0,Province,CAR,population
407,Magnitude of Poor Population,2009,Apayao,51298.0,Province,CAR,population
408,Magnitude of Poor Population,2012,Apayao,68970.0,Province,CAR,population
409,Magnitude of Poor Population,2015,Apayao,36004.0,Province,CAR,population
410,Subsistence Incidence among Population (%),1991,Apayao,,Province,CAR,%
411,Subsistence Incidence among Population (%),2006,Apayao,27.6,Province,CAR,%
412,Subsistence Incidence among Population (%),2009,Apayao,29.3,Province,CAR,%
413,Subsistence Incidence among Population (%),2012,Apayao,33.8,Province,CAR,%
414,Subsistence Incidence among Population (%),2015,Apayao,8.4,Province,CAR,%
415,Magnitude of Subsistence Poor Population,1991,Apayao,,Province,CAR,population
416,Magnitude of Subsistence Poor Population,2006,Apayao,29697.0,Province,CAR,population
417,Magnitude of Subsistence Poor Population,2009,Apayao,32925.0,Province,CAR,population
418,Magnitude of Subsistence Poor Population,2012,Apayao,37989.0,Province,CAR,population
419,Magnitude of Subsistence Poor Population,2015,Apayao,8621.0,Province,CAR,population
420,Annual Per Capita Poverty Threshold (in Pesos),1991,Aurora,,Province,Region III,in Pesos
421,Annual Per Capita Poverty Threshold (in Pesos),2006,Aurora,11883.0,Province,Region III,in Pesos
422,Annual Per Capita Poverty Threshold (in Pesos),2009,Aurora,14979.0,Province,Region III,in Pesos
423,Annual Per Capita Poverty Threshold (in Pesos),2012,Aurora,18466.0,Province,Region III,in Pesos
424,Annual Per Capita Poverty Threshold (in Pesos),2015,Aurora,20458.0,Province,Region III,in Pesos
425,Poverty Incidence among Families (%),1991,Aurora,,Province,Region III,%
426,Poverty Incidence among Families (%),2006,Aurora,25.1,Province,Region III,%
427,Poverty Incidence among Families (%),2009,Aurora,14.7,Province,Region III,%
428,Poverty Incidence among Families (%),2012,Aurora,27.1,Province,Region III,%
429,Poverty Incidence among Families (%),2015,Aurora,22.1,Province,Region III,%
430,Magnitude of Poor Families,1991,Aurora,,Province,Region III,families
431,Magnitude of Poor Families,2006,Aurora,10211.0,Province,Region III,families
432,Magnitude of Poor Families,2009,Aurora,6445.0,Province,Region III,families
433,Magnitude of Poor Families,2012,Aurora,12789.0,Province,Region III,families
434,Magnitude of Poor Families,2015,Aurora,12793.0,Province,Region III,families
435,Poverty Incidence among Population (%),1991,Aurora,,Province,Region III,%
436,Poverty Incidence among Population (%),2006,Aurora,30.5,Province,Region III,%
437,Poverty Incidence among Population (%),2009,Aurora,18.2,Province,Region III,%
438,Poverty Incidence among Population (%),2012,Aurora,30.8,Province,Region III,%
439,Poverty Incidence among Population (%),2015,Aurora,26.3,Province,Region III,%
440,Magnitude of Poor Population,1991,Aurora,,Province,Region III,population
441,Magnitude of Poor Population,2006,Aurora,53282.0,Province,Region III,population
442,Magnitude of Poor Population,2009,Aurora,31279.0,Province,Region III,population
443,Magnitude of Poor Population,2012,Aurora,60075.0,Province,Region III,population
444,Magnitude of Poor Population,2015,Aurora,57619.0,Province,Region III,population
445,Subsistence Incidence among Population (%),1991,Aurora,,Province,Region III,%
446,Subsistence Incidence among Population (%),2006,Aurora,15.8,Province,Region III,%
447,Subsistence Incidence among Population (%),2009,Aurora,1.7,Province,Region III,%
448,Subsistence Incidence among Population (%),2012,Aurora,11.7,Province,Region III,%
449,Subsistence Incidence among Population (%),2015,Aurora,14.5,Province,Region III,%
450,Magnitude of Subsistence Poor Population,1991,Aurora,,Province,Region III,population
451,Magnitude of Subsistence Poor Population,2006,Aurora,27606.0,Province,Region III,population
452,Magnitude of Subsistence Poor Population,2009,Aurora,2905.0,Province,Region III,population
453,Magnitude of Subsistence Poor Population,2012,Aurora,22785.0,Province,Region III,population
454,Magnitude of Subsistence Poor Population,2015,Aurora,31905.0,Province,Region III,population
455,Annual Per Capita Poverty Threshold (in Pesos),1991,Basilan,,Province,ARMM,in Pesos
456,Annual Per Capita Poverty Threshold (in Pesos),2006,Basilan,12538.0,Province,ARMM,in Pesos
457,Annual Per Capita Poverty Threshold (in Pesos),2009,Basilan,16256.0,Province,ARMM,in Pesos
458,Annual Per Capita Poverty Threshold (in Pesos),2012,Basilan,19368.0,Province,ARMM,in Pesos
459,Annual Per Capita Poverty Threshold (in Pesos),2015,Basilan,20678.0,Province,ARMM,in Pesos
460,Poverty Incidence among Families (%),1991,Basilan,,Province,ARMM,%
461,Poverty Incidence among Families (%),2006,Basilan,28.2,Province,ARMM,%
462,Poverty Incidence among Families (%),2009,Basilan,28.8,Province,ARMM,%
463,Poverty Incidence among Families (%),2012,Basilan,32.1,Province,ARMM,%
464,Poverty Incidence among Families (%),2015,Basilan,28.3,Province,ARMM,%
465,Magnitude of Poor Families,1991,Basilan,,Province,ARMM,families
466,Magnitude of Poor Families,2006,Basilan,14137.0,Province,ARMM,families
467,Magnitude of Poor Families,2009,Basilan,14781.0,Province,ARMM,families
468,Magnitude of Poor Families,2012,Basilan,16832.0,Province,ARMM,families
469,Magnitude of Poor Families,2015,Basilan,11125.0,Province,ARMM,families
470,Poverty Incidence among Population (%),1991,Basilan,,Province,ARMM,%
471,Poverty Incidence among Population (%),2006,Basilan,39.0,Province,ARMM,%
472,Poverty Incidence among Population (%),2009,Basilan,36.6,Province,ARMM,%
473,Poverty Incidence among Population (%),2012,Basilan,41.2,Province,ARMM,%
474,Poverty Incidence among Population (%),2015,Basilan,37.0,Province,ARMM,%
475,Magnitude of Poor Population,1991,Basilan,,Province,ARMM,population
476,Magnitude of Poor Population,2006,Basilan,108642.0,Province,ARMM,population
477,Magnitude of Poor Population,2009,Basilan,94660.0,Province,ARMM,population
478,Magnitude of Poor Population,2012,Basilan,110711.0,Province,ARMM,population
479,Magnitude of Poor Population,2015,Basilan,75019.0,Province,ARMM,population
480,Subsistence Incidence among Population (%),1991,Basilan,,Province,ARMM,%
481,Subsistence Incidence among Population (%),2006,Basilan,5.9,Province,ARMM,%
482,Subsistence Incidence among Population (%),2009,Basilan,3.0,Province,ARMM,%
483,Subsistence Incidence among Population (%),2012,Basilan,3.6,Province,ARMM,%
484,Subsistence Incidence among Population (%),2015,Basilan,7.2,Province,ARMM,%
485,Magnitude of Subsistence Poor Population,1991,Basilan,,Province,ARMM,population
486,Magnitude of Subsistence Poor Population,2006,Basilan,16380.0,Province,ARMM,population
487,Magnitude of Subsistence Poor Population,2009,Basilan,7735.0,Province,ARMM,population
488,Magnitude of Subsistence Poor Population,2012,Basilan,9614.0,Province,ARMM,population
489,Magnitude of Subsistence Poor Population,2015,Basilan,14539.0,Province,ARMM,population
490,Annual Per Capita Poverty Threshold (in Pesos),1991,Bataan,,Province,Region III,in Pesos
491,Annual Per Capita Poverty Threshold (in Pesos),2006,Bataan,13862.0,Province,Region III,in Pesos
492,Annual Per Capita Poverty Threshold (in Pesos),2009,Bataan,17643.0,Province,Region III,in Pesos
493,Annual Per Capita Poverty Threshold (in Pesos),2012,Bataan,19383.0,Province,Region III,in Pesos
494,Annual Per Capita Poverty Threshold (in Pesos),2015,Bataan,24770.0,Province,Region III,in Pesos
495,Poverty Incidence among Families (%),1991,Bataan,,Province,Region III,%
496,Poverty Incidence among Families (%),2006,Bataan,6.2,Province,Region III,%
497,Poverty Incidence among Families (%),2009,Bataan,5.9,Province,Region III,%
498,Poverty Incidence among Families (%),2012,Bataan,4.5,Province,Region III,%
499,Poverty Incidence among Families (%),2015,Bataan,1.6,Province,Region III,%
500,Magnitude of Poor Families,1991,Bataan,,Province,Region III,families
501,Magnitude of Poor Families,2006,Bataan,8359.0,Province,Region III,families
502,Magnitude of Poor Families,2009,Bataan,8688.0,Province,Region III,families
503,Magnitude of Poor Families,2012,Bataan,7116.0,Province,Region III,families
504,Magnitude of Poor Families,2015,Bataan,2751.0,Province,Region III,families
505,Poverty Incidence among Population (%),1991,Bataan,,Province,Region III,%
506,Poverty Incidence among Population (%),2006,Bataan,9.7,Province,Region III,%
507,Poverty Incidence among Population (%),2009,Bataan,7.7,Province,Region III,%
508,Poverty Incidence among Population (%),2012,Bataan,7.1,Province,Region III,%
509,Poverty Incidence among Population (%),2015,Bataan,2.0,Province,Region III,%
510,Magnitude of Poor Population,1991,Bataan,,Province,Region III,population
511,Magnitude of Poor Population,2006,Bataan,57937.0,Province,Region III,population
512,Magnitude of Poor Population,2009,Bataan,51033.0,Province,Region III,population
513,Magnitude of Poor Population,2012,Bataan,46555.0,Province,Region III,population
514,Magnitude of Poor Population,2015,Bataan,14793.0,Province,Region III,population
515,Subsistence Incidence among Population (%),1991,Bataan,,Province,Region III,%
516,Subsistence Incidence among Population (%),2006,Bataan,1.2,Province,Region III,%
517,Subsistence Incidence among Population (%),2009,Bataan,0.0,Province,Region III,%
518,Subsistence Incidence among Population (%),2012,Bataan,2.8,Province,Region III,%
519,Subsistence Incidence among Population (%),2015,Bataan,0.0,Province,Region III,%
520,Magnitude of Subsistence Poor Population,1991,Bataan,,Province,Region III,population
521,Magnitude of Subsistence Poor Population,2006,Bataan,7283.0,Province,Region III,population
522,Magnitude of Subsistence Poor Population,2009,Bataan,0.0,Province,Region III,population
523,Magnitude of Subsistence Poor Population,2012,Bataan,18026.9,Province,Region III,population
524,Magnitude of Subsistence Poor Population,2015,Bataan,0.0,Province,Region III,population
525,Annual Per Capita Poverty Threshold (in Pesos),1991,Batanes,,Province,Region II,in Pesos
526,Annual Per Capita Poverty Threshold (in Pesos),2006,Batanes,17508.0,Province,Region II,in Pesos
527,Annual Per Capita Poverty Threshold (in Pesos),2009,Batanes,21776.0,Province,Region II,in Pesos
528,Annual Per Capita Poverty Threshold (in Pesos),2012,Batanes,24693.0,Province,Region II,in Pesos
529,Annual Per Capita Poverty Threshold (in Pesos),2015,Batanes,29118.0,Province,Region II,in Pesos
530,Poverty Incidence among Families (%),1991,Batanes,,Province,Region II,%
531,Poverty Incidence among Families (%),2006,Batanes,14.3,Province,Region II,%
532,Poverty Incidence among Families (%),2009,Batanes,16.7,Province,Region II,%
533,Poverty Incidence among Families (%),2012,Batanes,18.2,Province,Region II,%
